ellipse   n.椭圆(形)
ellipsis   n省略
elm   n．榆树
elocution   n.演说术
elongate   v.延长,伸长
elongation   n.延伸
elope   v.私奔
eloquent   adj.雄辩的,演说动人的
eloquence   n.雄辩，口才
elucidate   v.阐明说明
elude   v.逃避,
elusive   adj.难懂的
emaciate   v.使瘦弱
emaciated   adj.瘦弱的
emancipate   v.解放,解除
emancipation   n.释放,解脱
embankment   n.堤岸,路基
embargo   n.禁运令，封港令
embed   v.牢牢插于,嵌于
embellish   v.装饰润饰
embezzle   v.盗用,侵吞
embezzlement   n.贪污，侵吞
embitter   v.使痛苦，使难受
emblem   n．象征，标志
emblematic   adj．作为象征的
embody   v．(作品等)表达，体现
embodiment   n．化身，体现
emboss   v．加浮雕花纹于,使凸出
embroider   v．刺绣，修饰
embroidery   n．刺绣(品),润色
embroil   v．牵连,卷入纠纷
embryo   n．胚胎
embryonic   adj．胚胎的，萌芽期的
emend   v．订正，校订
emendation   n．订正，校订
emerald   n．祖母绿,翡翠adj.翠绿色的
emerge   v．出现，露出
emergence   n．出现
emergency   n．紧急事件
emigrate   v．自本国移居他国
eminent   adj．著名的、显著的
eminence   n．卓越、杰出
emissary   n．密使，特使
emit   v．放射(光热,味等)
emission   n．发出，发光,放射物
emollient   n．润肤剂
emolument   n．报酬，薪水
emote   v激动地表达感情
empathy   n．心意相通,(感情等)融为一体
empirical   adj．经验的、实证的
empiricism   n．经验主义
employ   v．雇用,使用
empyrean   n．天空、天神居处
empyreal   adj.天空的(empyrealheights天空高处)
emulate   v．努力赶上或超越
emulation   n．竞争,仿效
emulsify   v．使乳化
enact   v．制定(法律),扮演(角色)
enactment   n．颁布，扮演
enamoured   adj．珍爱的，喜爱的
encapsulate   v．装入胶囊,压缩
encephalitis   n．脑炎
enchant   v．使迷醉,施魔法于
enchanting   adj．讨人喜欢的
enchantment   n．着魔，喜悦
encipher   v．译成密码
enclosure   n．圈地，围占
encomium   n．赞颂，颂辞
encompass   v．包围、围绕
encroach   v．侵占，蚕食
encroachment   n．侵入，侵犯
encumber   v．妨害，阻碍
encumbrance   n．妨碍物，累赘
encyclopedic   adj．广博的，知识渊博的
endearment   n．亲爱的行为或话语
endemic   adj．地方性的
endorsement   n．背书,赞同
endue(with)   v．赋予(才能)
enervate   v．使虚弱,使无力
enfranchise   v．给予选举权,释放(奴隶)
engaging   adj．迷人的，美丽动人的
engender   v．产生，引起
engross   v．全神贯注于
engrossing   adj．引人入胜的
engulf   v．吞噬
enhancement   n．增加,提高
enigma   n．谜,谜一样的人或事
enigmatic   adj．神秘的，难解的
enjoin   v．命令，吩咐
enkindle   v．煽动,点燃(感情怒3气等)
enlightened   adj．开明的,有见识的
enlightenment   n.教化，启蒙
enlist   v.(使)入伍从军,征募
enlistment   n.征兵
enmesh   v．(通常被动)绊住,陷入网
enmity   n．敌意，仇恨
enormity   n．极恶,暴行,巨大
enormous   adj．极大的,巨大的
enrapture   v．使狂喜,使高兴
ensconce   v．安置,安坐
ensemble   n．全体,大合唱
enshrine   v．奉为神圣,珍藏
ensign   n．舰旗(船上表示所属国家的旗帜)
ensnare   v．诱入陷阱,进入罗网
entangle   v．使纠缠，卷入
entanglement   n．纠缠，牵累
enterprising   adj．有进取心的,有事业心的
enthrall   v．迷惑,迷住
entice   v．纵恿，引诱
enticement   n．诱骗,诱人
entitle   v．使有权(做某事)
entity   n．实体,统一体
entomology   n．昆虫学
entreat   v．恳求
entreaty   n．恳求,哀求
entrenched   adj．(权力,风俗等)确立的,确定的
entrepreneur   n．企业家，创业人
entrust   v．委托,付托
entwine   v．使缠绕,交织
enumerate   v．列举枚举
enunciate   v．发音,(清楚地)表达
enunciation   n．阐明，发表
environs   n．郊外,郊区
envisage   v．正视,想象
enzyme   n．酵素,酶
epaulet   n．肩章,肩饰
ephemeral   adj．朝生暮死的，生命短暂的
epicure   n．美食家
epicurean   adj．好享乐的享乐主义的
epidemic   adj．传染性的，流行性的
epidermis   n．表皮，外皮
epigram   n．警句，讽刺短诗
epigrammatic   adj．警句的
epilogue   n．收场白,尾声
epistemology   n．认识论(对知识本质的研究)
epistle   n．(长而重要的)书信
epitaph   n．墓志铭
epithet   n．(贬低人的)短语或形容词
epitome   n．典型，梗概
epoch   n．纪元,划时代的大事
equable   adj．稳定的,不变的，(脾气)温和的
equanimity   n．镇定，沉着
equilibrium   n．平衡
equine   adj．马的,似马的
equitable   adj．公平的，公正的
equity   n．公平，公正
equitation   n．骑术
equivalent   adj．相等的,等值的
equivalence   n．相等，等值
equivocal   adj．意义含糊的,不直率的
equivocate   v．模棱两可地说,支吾其词
eradicate   v．根除，扑灭
erase   v．擦掉,抹去
erasure   n．擦掉,擦痕
erode   v．腐蚀,侵蚀
erosion   n．腐蚀,侵蚀
erotic   adj．性爱的，色情的(作品)
errand   n．差使,差事
errant   adj．错误的，脱离正途的
erratic   adj.反复无常的古怪的
ersatz   adj．代用的,假的
erudite   adj．博学的，饱学的
erudition   n．博学
erupt   v．爆发,喷出火焰
eruption   n．爆发
escalate   v．(战争等)升级,扩大,上升
eschew   v．避开,戒绝
escort   v．护送n．护送者
esoteric   adj．秘传的，神秘的
espionage   n．间谍活动
espousal   n．拥护，支持
espouse   v．支持，拥护
espy   v．(从远处等)突然看到
establishment   n．建立，团体，公司
estate   n.等级,地产
estrange   v.使疏远
estrangement   n.疏远
estuary   n.河口,三角湾
etch   v.蚀刻,铭刻
etching   n.蚀刻技术
ethereal   adj.太空的，轻巧的
ethnography   n.人种学，人种论
ethos   n.(个人,团体或民族)道德风貌，思潮信仰)
etiquette   n.礼仪礼节
etymology   n.语源学
eucalyptus   n.桉树
eugenic   adj．优生(学)的
eulogistic   adj.颂扬的,歌功颂德的
eulogy   n.颂词，颂文
euphemism   n.婉言，委婉的说法
euphonious   adj.悦耳的
euphony   n.悦耳的语音
euphoria   n.幸福愉快感
eurhythmic   adj.匀称的协调的
evacuate   v.撤退,撤离
evade   v.逃避,规避
evasive   adj.逃避的
evanescent   adj.短暂的,瞬息的
even   adj.平坦的v.使平,使相等
even-tempered   adj.性情平和的,不易生气的
evict   v.(依法)驱逐
evince   v.表明,表示
eviscerate   v.取出肠及内脏
evoke   v.引起，唤起
evocative   adj.唤起的激起的
ewer   n．大口水罐
exacerbate   v.加重，恶化
exacting   adj.苛求的，要求严格的
exaction   n.强求，勒索
exaggerate   v.夸张,夸大
exaggeration   n.夸张
exalt   v.(高度)赞扬,歌颂
exaltation   n.(成功带来的)得意,高兴
exasperate   v.激怒,使恼怒
exasperation   n.激怒
excavate   v.挖掘,挖出
excavation   n.挖掘，发掘，被挖掘之地
exceed   v.超过,超出
exceedingly   adv.过份地
excel   v.善于,擅长于
exception   n.例外,异议
exceptionable   adj.引起反感的
exceptional   adj.特别(好)的
excesses   n.过份荒淫的行为
exchequer   n.国库，财源
excise   v.切除,删去
excision   n.切除,割除
exclude   v.排斥，排除
exclusion   n.拒绝，排斥
exclusive   adj.(人)孤僻的，(物)专用的
excogitate   v.想出,设计(计划,办法)
excoriate   v.撕去皮，严厉批评
exculpate   v.开脱，申明无罪
excursion   n.短途旅游
execrate   v.憎恶，咒骂
execrable   adj极坏的
executioner   n.刽子手
executive   n.经理,行政人员
executor   n.遗嘱执行人
exegesis   n.(对圣经等的)严肃解释、注释
exempt   adj.被免除的,v.使免除
exemption   n.免除
exert   v.运用(力量等),施加
exertion   n.努力，用力
exhale   v.呼出(气)
exhaustion   n.疲备,耗尽
exhaustive   adj.彻底的,无遗漏的
exhibitionism   n.风头主义
exhibitionist   n.喜欢出风头的人
exhilarate   v.使高兴
exhilarating   adj.使人兴奋的
exhort   v.力劝,勉励
exhortation   n.劝告，规劝
exhume   v.掘出,发掘
exiguous   adj.太少的,不足的
exile   v.n.放逐
exodus   v.大批离去,成群外出
exogamy   n.异族通婚
exonerate   v.免除责任,确定无罪
exorbitant   adj.过份的,过度的
exorcize   v.驱魔,去除(坏念头等)
exorcism   n.驱鬼,伏魔
exotic   adj.珍奇的,来自异国的
expand   v.扩大,膨胀
expansion   n.扩张,膨胀
expatriate   v.驱逐出国,脱离国籍
expediency   n.方便,权宜之计
expedite   v.使加速，促进
expedition   n.远征,探险
expeditious   adj.迅速的,敏捷的
expel   v.排出,开除
expulsion   n.驱逐,开除
expend   v.花费,用光
expenditure   n.消耗,支出
expendable   adj.可耗尽的,可牺牲的
expertise   n.专技，专业知识
expiate   v.赎罪,补偿
expire   v.期满,去世
expiration   n.期满,终止
explicable   adj.可解释的
explicate   v.详细解说
explicit   adj.清楚明确的
exploit   v.剥削，开发利用
explore   v.探险,探索
exploration   n.探险,研究
exponent   n.说明者，支持者
exposition   n.阐释,博览会
expostulate   v．(对人或行为的)抗议，告诫
expound   v．解释,阐述，提出
expressly   adv．清楚地,特意地
expropriate   v．充公，没收
expunge   v．删除
expurgate   v．净化，删去
exquisite   adj．精致的，近完美的
extant   adj．现存的，传世的
extemporize   v．即席演说
extenuate   v．掩饰(罪行),减轻罪过
exterminate   v．消灭,灭绝
extinct   adj．绝种的,不存在的
extinction   n．熄灭,消灭
extirpate   消灭,根除
extol   v．赞美
extort   v．强索(toextortmoneyfromhim)
extortion   n．强取
extradite   v．引渡回国,拿获归案
extraneous   adj．外来的，无关的
extrapolate   v．预测,推测
extravagant   adj．奢侈的无节制的
extremity   n．极度,绝境
extricate   v．拯救，救出
extrovert   n．性格外向者
extrinsic   adj．外在的,外部的
exuberant   adj．(人)充满活力的(植物)茂盛的
exude   v.使慢慢流出,四溢
exult   v．欢腾,喜悦
exultant   adj．愉悦的
fabric   n．纺织品，结构
fabricate   v．控造,制造
fabulous   adj．难以置信的，寓言里的
facade   n．建筑物的正面,外表
facetious   adj．轻浮的，好开玩笑的
facile   adj．容易做的,肤浅的
facilitate   v．使容易,帮助
facilities   n．(使事情便利的)设备、工具
facsimile   n.复制本,摹本
faction   n．派系，派系斗争
factious   adj．有派性的，偏见的
factitious   adj．人为的，不真实的
factotum   n．杂役,听差
fad   n．(流行一时的)狂热,时尚
faddish   adj．流行一时的,时尚的
fag   v．苦干n.苦工
fairy   n.神仙,娘娘腔男人
fairyland   n．仙境
fake   v．伪造，佯装
falcon   n．猎鹰
fallacy   n．谬误，错误
fallacious   adj．欺骗的，谬误的
fallible   adj．会犯错的,易犯错的
fallow   n．adj.休闲地,休闲的
falsify   v．窜改,说谎
falsification   n．窜改
familiarity   n．精通,亲近,不拘礼仪
famish   v．使饥饿
famished   adj．非常饥饿的
fanatic   adj．狂热的，盲信的n.狂热者
fanaticism   n．狂热盲信
fanfare   n．夸耀,嘹亮的喇叭声
fang   n.(毒蛇的)尖牙
fantasia   n．幻想曲,组合乐曲
fantastic   adj．怪诞的,不实际的
farce   n．闹剧,胡闹
fare   n．交通费，食物
far-reaching   adj．影响深远的
farrow   v．(母猪)生产n.一窝小猪
fascia   n．饰带，(商店上挂的)招牌
fascinate   v．迷惑,迷住
fascinating   adj．迷人的，吸引人的
fascination   n．魅力,娇媚
fastidious   adj．难取悦的,挑剔的
fastness   n．要塞,城堡,坚固
fatality   n．宿命,致命性
fathom   n．英(量水深,等于1.8米)v.彻底明白,了解
fathomless   adj．深不可测的
fatigue   n．疲乏,劳累
fatuous   adj．愚味而不自知的
fatuity   n愚蠢，愚味
faucet   n．水龙头
fault   n．错误,(地质学)断层
fauna   n．动物区系
fawn   n．未满周岁的小鹿,v.巴结,奉承
fawning   adj．奉承的
fealty   n．效忠
feasible   adj．可行的，可能的
feat   n．功绩，壮举
febrile   adj．发烧的，热病的
feckless   adj．无目标无计划的
fecund   adj．肥沃的,多产的
feedback   n．（信息的）反馈
feign   v．假装，伪装
feigned   adj．假装的，不真诚的
feint   v．n．佯攻，佯击
felicitate   v．祝贺、庆贺
felicitous   adj．（话语等）适当的，得体的
felicity   n．幸福，适当的措辞
feline   adj．猫科的
fell   n．兽皮，v．砍伐
felon   n．重罪犯
felony   n．重罪
feminist   n．女权运动者
fencing   n．剑术，击剑法
fencer   n．剑客，击剑者
fender   n．挡泥板，护舷的垫子等
ferment   v．n．使发酵，骚动
fermentation   n．发酵
fern   n．羊齿植物，蕨
ferocious   adj．凶猛的，残暴的
ferocity   n．凶猛，残暴
ferret   n．雪貂，v．搜寻
ferrous   adj．含铁的
ferry   n．渡船，渡口，v．运送
fertile   adj．多产的，肥沃的
fertility   n．肥沃，丰饶
fervent   adj．热的，热烈的
fervor   n．热诚，热心
festal   adj．节日的，欢乐的
festive   adj．欢乐的，（thefestiveseason．）
fetid   adj．（水等）有恶臭的
fetish   n．（崇拜的）神物
fetter   n．脚镣，束缚
fettered   adj．被拘束的，没自由的
feud   n．宿怨，不和
fiasco   n．大失败，惨败
fiat   n．命令，决断
fickle   adj．（爱情或友谊上）易变的，不坚定的
fictitious   adj．假的、虚构的
fidelity   n．忠实，忠诚
fidget   v．坐立不安n．烦躁之人
fidgety   adj．烦躁的，不安的．
fiend   n．恶魔，魔鬼
fiendish   adj．极凶恶的
fierce   adj．残酷的，凶猛的．
fig   n．无花果，一点儿．
figment   n．虚构的东西
figurative   adj．比喻的，借喻的
figurehead   n．名义领袖
figurine   n．小塑像，小雕像
filament   n．灯丝，细丝
filch   v．偷（不贵重的东西）
file   n．锉刀v．锉平
filings   n．锉屑
filial   adj．子女的
filialpiety   孝心
filibuster   v．n．妨碍议事，阻挠
filigree   n．金银丝做的工艺品
fillet,filet   n．束发带，鱼肉片
filth   n．肮脏，粗语
filthy   adj．龌龊的，污秽的
finable   adj．应罚款的
finale   n．终曲，乐曲的最后部分
finch   n．雀科鸣禽（如燕雀，金丝雀等）
finesse   n．技巧、计谋、手段
finicky   adj．苛求的，过份讲究的
firefly   n．萤火虫
fiscal   adj．公款的，财政的
fishery   n．渔场
fissile   adj．易分裂的
fissure   n．裂缝，裂隙
fitful   adj．不安的
flabby   adj．（肌肉）松软的，意志薄弱的
flaccid   adj．松驰的，软弱的
flag   v．衰退，枯萎
flaggy   adj．枯萎的，松软无力的
flagellate   v．鞭打，鞭笞
flagrant   adj．臭的，恶名昭彰的
flail   n．连枷（打谷工具）v．打，打击
flair   n．天赋，本领，才华
flak   n．高射炮，指责
flamboyant   adj．艳丽的，炫耀的
flamboyance   n．艳丽，炫耀
flammable   adj．易燃的
flange   n．（火车车轮的）凸缘，轮缘
flare   n．v．（火焰）摇曳，闪耀
flaring   adj．火焰摇曳的，过份艳丽的
flask   n．烧瓶，细颈瓶
flatcar   n．平台型铁路货车
flatulence   n．肠胃气胀
flaunt   v．炫耀，张扬
flavouring   n．香料，调味品
flawless   adj．完美的，无瑕疵的
flax   n．亚麻
flay   v．剥皮，诈取，严厉指责
fleck   n斑点，微粒
fledged   adj．羽毛长成的，成熟的
fledgling   n刚学飞的幼鸟，无经验的人
fleece   n．生羊皮，羊毛
fleeting   adj．短暂的，飞逝的
flex   v．弯曲
flexible   adj．易弯曲的，灵活的
flick   n．v．轻打，轻弹
flicker   v．闪烁，摇曳
flimsy   adj．轻而薄的，脆弱的
flinch   v．畏缩，退缩
flint   n．打火石，燧石
flinty   adj．极坚硬的
flippant   adj无礼的，轻率的
flippancy   n．无礼，言语尖刻
flirt   v．挑逗，调戏
flirtatious   adj．调情的
flock   n．羊群，鸟群
floppy   adj．松软的，衰弱的
flora   n．（某地区或时代的）植物群
florid   adj．华丽的，（脸）红润的
flounder   v．挣扎，艰苦地移动
flounder   n．比目鱼
flout   v．蔑视，违抗
fluctuate   v．波动，变化
fluffy   adj．有绒毛的，空洞的
fluke   n．侥幸，偶然的机会
flunk   v．考试不及格
fluorescent   adj．萤光的，发光的
flush   n．v．脸红，奔流
fluster   v．使困惑，慌乱
flux   n．变迁，不断的变化
fodder   n．草料
foetus,fetus   n．胎儿
foible   n．小缺点，小毛病
foil   n．钝剑，箔，锡箔纸
foil   v．阻挠
fold   n．羊栏，畜栏，v．折叠
foliage   n．叶子（总称）
folklore   n．民俗学，民间传说
foment   v．煽动，助长（坏事）
fomentation   n．煽动，助长
fondle   v．抚弄，抚摸
foodstuff   n．食料，食品
foolhardy   adj．鲁莽的，有勇无谋的
foolproof   adj．错不了的，容易懂的
fool’serrand   徒劳无功的工作
foothold   n．立足点，根据地
footle   v．胡闹，浪费（时间）
footloose   adj．自由自在的，无拘束的
fop   n．（喜好精致服装的）花花公子．
foppish   adj．浮华的，俗丽的
forage   n．（牛马的）饲料，粮草v．搜寻，翻寻
forager   n．为动物寻找饲料的人
foray   v．n．突袭，偷袭
forbearance   n．自制，忍耐
forbearing   adj．忍耐的，宽容的
forbidding   adj．（表情）冷峻的，形势险恶的
forceps   n（医用）钳子，镊子
ford   n．浅滩，水浅可涉处v．涉水
forebode   v．预兆，凶兆
foreboding   n．预感，预兆
foreclose   v．排除，取消抵押品的赎回权
forensic   adj．法庭的，辩论的
forerunner   n．预兆，前兆，先驱．
forestall   v．先发制人，预先阻止
forfeit   v．丧失，没收，n．丧失物
forfeiture   n．（名誉等）丧失
forge   n．铁匠铺，v．锤炼，伪造
forger   n．伪造者，打铁匠
forgery   n．伪造（物）
forge   v．（迎着困难）稳步前进
forgo   v．放弃，抛弃
forlorn   adj．孤独的，凄凉的
format   n．样式，形式
formative   adj．形成的，影响发展的
formidable   adj．可怕的，困难的
formulate   v．公式化，系统表达
forsake   v．遗弃，放弃
forswear   v．誓绝，放弃
fort   n要塞，城堡
fortress   n．堡垒，防御工事
forte   n．长处，擅长，adj．（音乐）强音的
fortitude   n．坚毅，坚忍不拨
fortuitous   adj．偶然的，意外的
forum   n．辩论的场所，讲坛
forwardness   n．大胆，鲁莽
fosse   n．护城河
foul   adj．恶臭的，邪恶的，v．弄脏n．（体育等）犯规
founder   v．（船）沉没，（计划）失败
four-poster   n．有四柱的床
foyer   n．门厅，休息室
fracas   n．喧嚷，吵闹
fraction   n．碎片，小部分
fractional   adj．微小的，极小的
fractious   adj．（脾气）易怒的，好争吵的
fracture   n．骨折，折断，裂口
fragile   adj．易碎的，易坏的
fragmentary   adj．零碎的，不完整的
frail   adj．脆弱的，不坚实的
frailty   n．脆弱，弱点
frame-up   n．陷害，虚构的罪名
frantic   adj．疯狂的，狂乱的
fraternal   adj．兄弟的，友善的
fraternity   n．同行，友爱
fraud   n．欺诈，欺骗，骗子
fraudulent   adj．欺骗的，不诚实的
fraught   adj．充满
fray   n．吵架，打斗v．磨破，恼火
freak   n．怪物，奇事adj．反常的
freckle   n．雀斑，斑点
freeway   n．高速公路
frenetic   adj．狂乱的，发狂的
fresco   n．壁画
fret   v．n．（使）烦躁，焦虑
fretful   adj．烦躁的
fretwork   n．格子细工（在木头上雕出各种图案，格子的工艺）
frieze   n．（在墙顶与天花板间起装饰作用的）横条，饰带
frigidity   n．寒冷，冷淡，性冷淡
fringe   n．（窗帘等）须边，边缘
frisk   n．v．蹦跳，娱乐
frisky   adj．活泼的，快活的
frivolous   adj．轻泛的，轻佻的
frivolity   n．轻浮
frolic   n．v．嬉戏，雀跃．
frolicsome   adj．快活的，欢乐的
frond   n．（羊齿（fern），棕榈等的）叶子
frowzy   adj．不整洁的，污秽的
fructify   v．结果实，成功
frugality   n．节约，节俭
frustrate   v．挫败，使沮丧
fugitive   adj．逃亡的，易逝的n．逃犯，逃亡者
fulcrum   n．杠杆支点，支柱
full-bodied   adj．（味道等）浓郁而强烈的
full-fledged   adj．羽毛丰满的，成熟的
fulminate   v．猛烈抨击，严厉谴责
fulmination   n．抨击，谴责
fulsome   adj．虚情假意的，丰满的
fulsomeness   n．虚情，谄媚
fumble   v．摸索，搜寻
fume   v．n．愤怒，冒烟
fumes   n．（强烈而刺激的）气味，气体
fumigate   v．以烟熏消毒
functionary   n．小官，低级公务员
furbish   v．磨光，刷新
furlough   n．休假
furrow   n．犁沟，皱纹
furtive   adj．偷偷的，秘密的
fusillade   n．（枪炮）齐射，连发
fuss   n．大惊小怪，过份照顾
fussy   adj．爱挑剔的
fustian   n．空洞的话，无意义的高调
futility   n．无用，无益
gabble   v．急促而不清楚地说
gadfly   n．虻，牛虻
gadget   n．小工具，小机械
gaffe   n．（社交上令人不快的）失言，失态
gaggle   n．鹅群
gaiety   n．欢乐，快活
gainsay   v．否认
galaxy   n．（银河）星群，显赫的人群．
galactic   adj．星系的，银河系的
gale   n．狂风，一阵（笑声）
gall   n．胆汁（bile），怨恨（hatred）
gallant   adj．勇敢的，（向女人）献殷勤的
gallantry   n勇敢，殷勤
galley   n．船上的厨房
gallop   n．v．（马）飞奔，疾驰
gallows   n．绞刑架，绞台
galvanize   v．电镀，通电，激励
gambol   n．雀跃，嬉戏
gamut   n．全音阶，（一领域的）全部知识
gander   n．雄鹅v．闲逛
gangway   n．（上下船的）跳板
garble   v．曲解，窜改
gardenia   n．栀子花
gargantuan   adj．巨大的，庞大的
gargoyle   n．（雕刻成怪兽状的）滴水嘴，面貌丑恶的人
garish   adj．俗丽的，过于艳丽的
garland   n（作为胜利标志的）花环，奖品
garment   n．衣服
garner   v．收藏，积累
garnish   v．装饰（于食品上）
garret   n．阁楼、顶楼小室
garrulous   adj．唠叨的，多话的
garrulity   n．唠叨，饶舌．
gash   n．深长的伤口，裂缝
gastric   adj．胃的，胃部的
gastritis   n胃炎
gastronomy   n．美食法，美食学
gauche   adj．笨拙的，不会社交的
gaucherie   n．笨拙
gaudy   adj．俗丽的
gauge   n．标准规格，测量仪
gaunt   adj．憔悴的，瘦削的
gavel   n．（法官所用的）槌，小木槌
gaze   v．n．凝视，注视
gazetteer   n．地名词典，地名表
gem   n．宝石，珠宝
generate   v．造成，产生
generator   n．发电机
generic   adj．种类的、类属的
generosity   n．慷慨、大方
genesis   n．创始，起源
genetic   adj．遗传的，起源的
genetics   n．遗传学
genial   adj．愉快的，脾气好的．
geniality   n．和蔼，温和
genre   n．（文艺的）类型
genuflect   v．曲膝半跪（以示敬意），屈从．
germane   adj．有密切关系的，贴切的
germinate   v．发芽，发展
gerontology   n．老人病学
gestation   n．怀孕，孕育时期
gesticulate   v．做手势表达
geyser   n．天然热喷泉
gibe   v．n．嘲弄，讥笑
gilded   adj．镀金的，富有的
gimmick   n．吸引人的花招，噱头
ginger   n．姜，活力
girder   n．大梁
girdle   n．腰带，转绕物v．环绕
gist   n．要点，要旨
glade   n．林中的空地
gladiator   n．角斗士，与野兽博斗者
glamour   n．魅力，魔力
glamorous   adj．迷人的，富有魅力的
glare   v．发出眩目光芒，怒目而视
glaring   adj．耀眼的，刺目的．
gleam   n．亮光，闪光，v．发闪光
glean   v．拾落穗，收集（材料等）
gleaner   n．拾落穗的人
gleanings   n．所拾得的落穗
glee   n．欢喜，高兴
gleeful   adj．欢乐的，欣喜的
glib   adj．流利圆滑的，善辩的
glide   v．滑行，滑动
glider   n滑翔机（
glimmer   v．发微光，n．摇曳的微光
glimpse   n．v．瞥见，看一眼
glisten   v．闪烁，闪耀．
gloaming   n．黄昏，薄暮
gloat   v．幸灾乐祸地看，窃喜
gloom   n．黑暗，忧郁
gloomy   adj．阴暗的，没有希望的
gloss   n．光泽，注解
glossy   adj．光泽的，光滑的
glossary   n．字汇表，难词表
glower   v．怒目而视
glucose   n．葡萄糖
glut   v．n．供过于求，过多
glutinous   adj．粘的，胶状的
glutton   n．贪吃者
gluttony   n．暴饮暴食
gnarled   adj．（树木）多节的，粗糙的
gnat   n．对小事斤斤计较，琐事
gnaw   v．啃，咬
gnawing   adj．痛苦的，折磨人的
gneiss   n．片麻岩（一种艰硬的岩石）
gnome   n．地下宝藏的守护神，地精，格言
gnomic   adj．格言的，精辟的
goad   n．赶牛棒v．n．刺激，激励
gobble   v．贪婪地吃，吞没
goblet   n．高脚酒杯
gollop   v．n．大口吞咽
gore   n．凝血，血块
gory   adj．满是血的，血污的
gorge   n．峡谷v．贪婪地吃
gorgeous   adj．美丽的，极好的
gorgon   n．丑陋女人，蛇发女怪
gormandize   v．拼命吃，贪吃
gosling   n．小鹅，年轻无知的人
gospel   n．教义，信条
gossamer   n．蛛丝，薄纱，adj．轻而薄的
gouge   n．半圆凿，v．挖出，敲竹杠
gourd   n．葫芦，脑瓜
gourmand   n．嗜食者
gourmet   n．美食家
governance   n．统治，支配
graft   v．嫁接，移植，n．贪污
granary   n．谷仓，主要来源
grandeur   n．壮丽，伟大
grandiloquent   adj（语言等）夸张的，夸大的
grandiose   adj．浮夸的，夸大的
granite   n．花岗石gran（＝grain颗粒）＋ite→颗粒状石头→花岗岩．
granular   adj．粒状的，含颗粒的
granulate   v．使成颗粒
granule   n．小粒，微粒．
graphic   adj．图表的，生动的
grasping   adj．贪心的，贪婪的
grate   v．磨碎，使人烦燥
grating   adj．（声音）刺耳的，恼人的
grateful   adj．感激的
gratify   v．使高兴，使满足
gratification   n．满足，喜悦
gratuitous   adj．无缘无故的，免费的
gratuity   n．赏钱，小费
gravel   n．碎石，砂砾
gravity   n．严肃，一本正经
graze   v．（动物）吃草，放牧
greenhorn   n．初学者，容易受骗的人
greenhouse   n．花房，温室
gregarious   adj．群居的，爱社交的
gridiron   n．烤架，橄榄球场
grievance   n．委屈，抱怨
grievous   adj．严重伤害的，引起痛苦的
grill   v．烤，烤问，n．烤架
grille   n．（银行，邮局柜台上的）铁栅
grim   adj．冷酷的，可怕的
grimace   v．做鬼脸，面部歪扭
grind   v．磨碎，碾碎
grind   n．枯燥乏味的工作
grindstone   n．磨刀石
gripping   adj．引起注意的
grisly   adj．恐怖的，可怕的
groggy   adj．体弱的，不稳的
groom   n马夫，新郎
grit   n．沙粒，决心，勇气v．下定决心，咬紧牙关
groove   n．凹线，（刻出的）线条，习惯
grope   v．摸索，探索
gropingly   adv．不确定的，摸索
gross   adj．总的，粗野的n．整个，全部
grotesque   adj．怪诞的，古怪的
grouch   n．牢骚，不满．
grouse   n．松鸡v．牢骚，诉苦
grove   n．小树林，树丛
grovel   v．摇尾乞怜，奴颜婢膝
groveler   n．乞怜者．
growl   v．（动物）咆哮，吼叫
grudge   v．吝啬，不满．
grudging   adj．勉强的，吝啬的
gruelling   adj．繁重而累人的
gruesome   adj.令人毛骨悚然的，恶心的
grumble   v．喃喃诉苦，发怨言
grumpy   adj．脾气暴躁的
guarded   adj．谨慎的，提防的
guffaw   n．v．哄笑，大笑
guillotine   n断头台
guilt   n．罪行，内疚
gulch   n．深谷，峡谷
gull   n海鸥，v．欺骗
gullible   adj．易受骗的
gulp   v．吞食，咽下
gush   v．涌出，滔滔不绝地说
gusher   n．滔滔不绝的说话者，喷油井
gust   n．阵风，一阵（情绪）
gustation   n．品尝，味觉
gusto   n．爱好，兴致勃勃
gutless   adj．没有勇气的，懦怯的
gutter   n．水槽，街沟
guttle   v．狼吞虎咽
guttural   adj．喉的，咽喉的
guy   n．（铁塔等的）支索，牵索
guzzle   v．大吃大喝
gynecocracy   n．妇人政治
gynecoid   adj．妇女的，有女性特征的
gyrate   adj．旋转的v．旋转．
habitat   n．自然环境，栖息地
habituate   v．使习惯于
hack   v．乱劈，乱砍，n．驽马
hackneyed   adj．陈腐的，平常的
haemophilia   n．血友病，出血不止
haemorrhage   n．出血（尤指大出血
haemostat   n．止血器，止血剂
haft   n．柄，把柄
haggard   adj．憔悴的，消瘦的
haggle   v．争论，讨价还价
hairy   adj．毛发的，多毛的
halcyon   adj．平静的，愉快的
hallow   v．把…视为神圣，尊敬
hallowed   adj．神圣的
halo   n．（日月等）晕，神像之光环
halt   v.暂停前进，停止
halting   adj．踌躇的，吞吞吐吐的
hamper   v．妨碍，阻挠n．有盖提篮
handle   n．柄，把手，v．处理
hangar   n．飞机库
hanger   n．衣架，挂衣钩
hangover   n．宿醉，残存物
hapless   adj．不幸的
harangue   n．长篇演说
harass   v．烦扰
harassment   n．烦扰（的行为）
harbinger   n．先驱，先兆．
harbor   n．港，避难所v．包庇，隐匿
hard-bitten   adj．不屈的，顽强的
